model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gemini-2.5-flash,1,N1P108,position paper,30,N0P47; N0P110; N0P45; SEED_67; SEED_75; SEED_56; N0P112; SEED_25; N0P91; N0P79; N0P77; SEED_62; SEED_93; N0P118; SEED_71; SEED_66; N0P115; SEED_90; N0P100; N0P90; N0P99; SEED_70; SEED_89; SEED_54; N0P31; N0P24; N0P92; N0P19; SEED_99; N0P25,N0P110; N0P45; N0P118; N0P112; N0P47; N0P100; N0P19; N0P115; SEED_99; SEED_89,10,,0,0,0.0
gemini-2.5-flash,1,N1P109,position paper,30,SEED_60; SEED_59; SEED_10; SEED_86; SEED_49; N0P16; N0P77; N0P20; N0P11; SEED_29; SEED_106; N0P98; SEED_100; N0P3; N0P96; N0P113; N0P0; SEED_84; N0P9; N0P90; N0P65; SEED_81; SEED_5; SEED_72; N0P84; SEED_115; N0P10; SEED_3; SEED_9; N0P13,N0P16; N0P13; N0P0; SEED_59; SEED_60; SEED_49; SEED_86; SEED_10; SEED_115; SEED_84,10,,0,0,0.0
gemini-2.5-flash,1,N1P11,literature review,30,N0P72; N0P105; N0P11; N0P95; SEED_116; SEED_28; N0P73; SEED_63; N0P66; SEED_17; SEED_23; N0P31; N0P61; N0P32; SEED_71; SEED_3; N0P94; N0P16; SEED_92; SEED_83; SEED_39; SEED_34; N0P43; N0P44; N0P55; N0P59; N0P101; N0P83; SEED_15; SEED_64,N0P72; N0P11; N0P73; N0P105; N0P95; N0P32; N0P66; SEED_116; SEED_28; N0P59,10,,0,0,0.0
gemini-2.5-flash,1,N1P110,position paper,30,N0P67; SEED_9; SEED_115; N0P5; SEED_112; N0P83; SEED_31; SEED_16; SEED_2; N0P66; N0P31; N0P110; N0P22; N0P51; SEED_71; SEED_33; SEED_82; SEED_58; N0P37; N0P65; N0P113; N0P63; N0P49; SEED_57; SEED_47; N0P56; SEED_78; N0P57; SEED_70; SEED_38,N0P5; N0P67; N0P83; N0P51; N0P49; SEED_31; SEED_9; SEED_47; SEED_115; SEED_33,10,,0,0,0.0
gemini-2.5-flash,1,N1P111,literature review,30,SEED_116; N0P32; N0P105; N0P90; N0P82; N0P93; N0P53; N0P85; N0P38; SEED_77; SEED_19; SEED_92; SEED_66; SEED_33; SEED_22; SEED_13; N0P114; SEED_16; N0P104; N0P111; SEED_61; SEED_99; SEED_115; SEED_83; SEED_72; N0P22; N0P19; SEED_90; N0P54; SEED_119,N0P32; N0P104; N0P105; N0P90; N0P38; N0P114; N0P53; SEED_22; SEED_99; SEED_116,10,,0,0,0.0
gemini-2.5-flash,1,N1P112,literature review,30,N0P102; SEED_24; N0P87; N0P106; N0P100; SEED_36; N0P4; SEED_61; N0P64; N0P72; SEED_19; SEED_87; SEED_62; N0P46; N0P115; N0P21; SEED_104; N0P24; N0P62; SEED_101; N0P18; SEED_18; N0P118; SEED_41; N0P3; N0P112; N0P114; N0P1; N0P57; N0P88,N0P102; N0P18; N0P106; N0P87; SEED_24; SEED_36; SEED_41; SEED_101; SEED_19; SEED_62,10,,0,0,0.0
gemini-2.5-flash,1,N1P113,position paper,30,N0P113; SEED_52; SEED_33; N0P46; SEED_37; N0P118; SEED_7; SEED_32; N0P27; N0P61; N0P58; N0P47; N0P8; SEED_25; SEED_106; N0P60; N0P110; SEED_41; N0P2; N0P53; N0P9; SEED_117; SEED_6; SEED_88; N0P81; SEED_98; SEED_61; N0P52; SEED_76; N0P0,N0P113; N0P118; N0P61; N0P46; N0P0; N0P110; SEED_52; SEED_33; SEED_6; SEED_98,10,,0,0,0.0
gemini-2.5-flash,1,N1P114,position paper,30,N0P27; SEED_113; N0P43; SEED_26; N0P20; N0P49; N0P74; SEED_84; SEED_41; SEED_25; SEED_39; N0P45; SEED_119; SEED_69; N0P102; N0P37; SEED_85; N0P94; N0P110; SEED_79; SEED_23; SEED_64; N0P72; N0P0; SEED_2; N0P47; SEED_94; N0P66; N0P19; SEED_81,N0P27; N0P0; N0P49; N0P43; SEED_41; SEED_39; N0P102; SEED_26; SEED_84; SEED_64,10,,0,0,0.0
gemini-2.5-flash,1,N1P115,literature review,30,N0P44; N0P79; N0P110; N0P68; SEED_17; N0P96; SEED_38; N0P5; SEED_112; SEED_64; N0P81; N0P7; N0P73; N0P12; N0P89; N0P104; N0P13; N0P109; SEED_87; N0P46; N0P3; N0P76; SEED_107; N0P108; N0P37; SEED_95; SEED_2; SEED_52; N0P58; SEED_94,N0P44; N0P110; N0P5; N0P96; N0P68; N0P13; N0P73; SEED_17; SEED_112; SEED_64,10,,0,0,0.0
gemini-2.5-flash,1,N1P116,position paper,30,SEED_75; SEED_113; SEED_74; N0P55; SEED_93; SEED_29; N0P90; SEED_31; SEED_40; N0P58; SEED_85; N0P73; SEED_59; N0P2; N0P107; N0P49; N0P106; N0P56; SEED_104; SEED_82; SEED_80; SEED_65; SEED_30; N0P93; SEED_46; N0P16; N0P41; SEED_27; N0P77; SEED_98,N0P55; N0P90; N0P58; SEED_65; SEED_75; SEED_113; SEED_74; SEED_59; SEED_30; SEED_27,10,,0,0,0.0
gemini-2.5-flash,1,N1P117,position paper,30,SEED_41; SEED_29; N0P73; SEED_68; N0P78; SEED_70; SEED_53; N0P5; N0P76; N0P88; N0P115; SEED_56; N0P84; N0P47; N0P3; SEED_94; SEED_64; SEED_72; N0P8; N0P87; N0P89; SEED_104; SEED_73; N0P41; SEED_80; N0P28; SEED_87; SEED_81; N0P49; SEED_35,N0P73; N0P78; N0P5; N0P88; N0P87; SEED_41; SEED_70; SEED_53; SEED_68; SEED_94,10,,0,0,0.0
gemini-2.5-flash,1,N1P118,literature review,30,N0P86; N0P67; N0P64; N0P83; SEED_1; SEED_39; N0P91; N0P82; SEED_19; SEED_100; SEED_58; N0P26; N0P74; SEED_8; SEED_64; N0P22; SEED_56; SEED_117; N0P10; N0P80; SEED_109; SEED_20; N0P105; SEED_3; SEED_99; N0P6; SEED_28; SEED_116; SEED_11; N0P88,N0P86; N0P83; N0P91; N0P74; N0P22; N0P26; SEED_11; N0P67; SEED_99; SEED_109,10,,0,0,0.0
gemini-2.5-flash,1,N1P119,literature review,30,N0P55; N0P94; SEED_42; SEED_106; N0P42; N0P1; SEED_81; SEED_58; SEED_82; SEED_0; N0P56; N0P52; N0P48; SEED_77; SEED_26; N0P88; N0P13; N0P79; N0P111; N0P45; SEED_53; N0P23; SEED_68; SEED_50; SEED_57; SEED_74; N0P37; SEED_109; N0P112; SEED_115,N0P55; N0P94; N0P42; SEED_58; SEED_106; N0P1; N0P88; SEED_42; SEED_77; SEED_26,10,,0,0,0.0
gemini-2.5-flash,1,N1P12,literature review,30,N0P38; N0P90; SEED_46; N0P30; N0P64; SEED_66; SEED_88; N0P19; N0P18; SEED_112; SEED_53; SEED_13; SEED_65; SEED_79; SEED_111; N0P82; SEED_99; SEED_62; SEED_73; N0P103; N0P77; SEED_41; SEED_51; SEED_115; N0P14; N0P36; SEED_18; SEED_1; SEED_44; SEED_94,N0P38; N0P90; N0P19; N0P64; SEED_41; SEED_65; SEED_1; SEED_18; SEED_88; SEED_99,10,,0,0,0.0
gemini-2.5-flash,1,N1P13,position paper,30,SEED_108; SEED_5; SEED_35; N0P87; N0P78; N0P19; N0P43; SEED_105; N0P56; N0P16; N0P57; SEED_69; N0P8; N0P82; SEED_30; N0P22; SEED_0; SEED_115; N0P91; N0P108; N0P86; N0P88; SEED_34; SEED_110; SEED_15; SEED_76; SEED_26; N0P7; N0P90; SEED_92,N0P87; N0P78; N0P43; N0P19,4,,0,0,0.0
gemini-2.5-flash,1,N1P14,position paper,30,N0P98; SEED_113; N0P84; N0P37; SEED_67; N0P89; SEED_69; N0P40; SEED_6; N0P107; SEED_5; SEED_15; SEED_40; SEED_54; N0P119; N0P110; SEED_72; SEED_80; SEED_79; N0P21; SEED_44; N0P116; N0P78; N0P108; SEED_99; N0P38; N0P39; N0P86; SEED_78; N0P57,N0P84; N0P37; N0P107; N0P98; SEED_6; SEED_69; SEED_113; SEED_99; SEED_15; SEED_67,10,,0,0,0.0
gemini-2.5-flash,1,N1P15,literature review,30,N0P107; SEED_53; N0P7; N0P26; N0P81; SEED_107; N0P2; N0P33; N0P79; N0P20; SEED_3; N0P31; N0P105; SEED_83; SEED_6; N0P43; SEED_66; SEED_30; N0P109; SEED_102; SEED_42; SEED_13; SEED_68; SEED_15; N0P69; SEED_92; N0P25; N0P59; N0P75; N0P99,N0P107; N0P81; N0P43; N0P26; SEED_6; SEED_42; SEED_30; SEED_68; SEED_107; SEED_83,10,,0,0,0.0
gemini-2.5-flash,1,N1P16,literature review,30,SEED_41; SEED_52; SEED_106; SEED_24; N0P93; SEED_92; SEED_67; SEED_50; N0P68; N0P71; N0P115; N0P27; N0P18; SEED_116; SEED_95; SEED_45; SEED_66; N0P36; SEED_26; N0P100; SEED_64; N0P1; N0P28; SEED_9; SEED_71; SEED_43; N0P91; SEED_4; SEED_98; SEED_114,N0P68; N0P27; N0P93; N0P71; N0P115; SEED_106; SEED_41; SEED_52; SEED_24; SEED_26,10,,0,0,0.0
gemini-2.5-flash,1,N1P17,position paper,30,N0P58; N0P106; SEED_103; SEED_5; SEED_14; SEED_90; N0P7; N0P115; SEED_20; SEED_3; SEED_112; N0P6; N0P64; SEED_99; N0P67; SEED_73; N0P17; SEED_22; N0P5; N0P74; N0P23; N0P49; N0P0; N0P11; N0P78; N0P75; N0P8; N0P102; N0P32; N0P34,N0P58; N0P106; N0P6; N0P0; SEED_14; SEED_5; SEED_103; SEED_20; SEED_99; SEED_90,10,,0,0,0.0
gemini-2.5-flash,1,N1P18,literature review,30,SEED_114; SEED_102; SEED_111; N0P28; SEED_109; N0P107; N0P11; N0P64; N0P9; SEED_9; N0P105; N0P21; N0P52; SEED_44; N0P115; N0P78; N0P109; N0P23; N0P103; SEED_115; N0P85; SEED_87; SEED_61; N0P41; N0P82; SEED_85; N0P2; N0P37; N0P68; N0P38,N0P28; N0P107; N0P78; N0P11; N0P37; SEED_114; N0P64; SEED_61; SEED_85; SEED_102,10,,0,0,0.0
gemini-2.5-flash,1,N1P19,literature review,30,SEED_36; SEED_115; SEED_31; N0P52; SEED_43; N0P25; SEED_108; N0P41; N0P38; SEED_90; N0P22; SEED_18; N0P54; SEED_68; N0P116; SEED_37; N0P61; N0P29; SEED_33; SEED_70; N0P73; N0P105; SEED_49; SEED_52; SEED_5; SEED_72; SEED_51; SEED_77; N0P97; SEED_75,N0P52; N0P25; N0P41; N0P38; N0P22; SEED_108; SEED_43; SEED_36; SEED_115; SEED_33,10,,0,0,0.0
gemini-2.5-flash,1,N1P2,literature review,30,N0P33; SEED_40; SEED_62; N0P64; SEED_51; N0P12; SEED_72; SEED_49; SEED_5; N0P110; N0P9; N0P62; SEED_24; SEED_10; N0P15; N0P11; N0P58; SEED_103; SEED_35; N0P51; N0P77; N0P87; SEED_80; N0P1; N0P52; N0P78; SEED_116; N0P93; SEED_81; SEED_90,N0P33; N0P64; N0P9; N0P87; N0P110; N0P51; SEED_116; SEED_103; SEED_51; SEED_24,10,,0,0,0.0
gemini-2.5-flash,1,N1P20,literature review,30,SEED_111; N0P0; N0P50; N0P14; N0P70; N0P41; N0P52; SEED_104; SEED_73; SEED_58; SEED_72; N0P5; N0P25; N0P91; N0P107; N0P93; N0P30; N0P65; N0P90; N0P106; N0P9; N0P103; SEED_74; N0P12; SEED_47; SEED_65; N0P26; SEED_99; N0P54; N0P51,N0P14; N0P50; N0P0; N0P41; SEED_58; SEED_104; SEED_73; SEED_111; SEED_99; SEED_65,10,,0,0,0.0
gemini-2.5-flash,1,N1P21,position paper,30,N0P85; N0P95; SEED_111; N0P57; SEED_118; N0P78; N0P112; SEED_23; SEED_47; N0P4; N0P10; SEED_96; SEED_62; SEED_90; SEED_3; N0P9; N0P101; SEED_60; N0P65; SEED_33; N0P25; SEED_75; SEED_55; N0P108; SEED_11; SEED_65; N0P88; SEED_77; N0P19; N0P14,N0P95; N0P78; N0P57; N0P4; SEED_118; SEED_111; SEED_23; SEED_55; SEED_65; SEED_33,10,,0,0,0.0
gemini-2.5-flash,1,N1P22,position paper,30,N0P66; SEED_1; N0P50; N0P80; N0P42; SEED_76; SEED_25; N0P53; SEED_14; N0P48; SEED_39; SEED_67; N0P13; SEED_27; SEED_119; SEED_20; SEED_92; N0P4; SEED_32; N0P19; N0P6; SEED_58; SEED_97; N0P106; SEED_83; SEED_48; N0P84; N0P30; SEED_54; N0P109,N0P66; N0P50; N0P80; N0P4; SEED_14; SEED_1; SEED_25; SEED_27; SEED_83; SEED_39,10,,0,0,0.0
gemini-2.5-flash,1,N1P23,position paper,30,SEED_72; N0P51; N0P107; SEED_106; N0P93; N0P45; SEED_84; SEED_13; SEED_5; SEED_36; SEED_97; N0P100; SEED_76; N0P46; N0P18; SEED_42; N0P39; N0P110; SEED_2; SEED_44; SEED_100; N0P71; N0P21; N0P111; SEED_74; N0P14; SEED_96; N0P103; SEED_14; N0P16,N0P107; N0P51; N0P71; SEED_106; N0P93; N0P45; N0P111; N0P46; SEED_72; SEED_14,10,,0,0,0.0
gemini-2.5-flash,1,N1P24,position paper,30,SEED_98; SEED_36; SEED_81; N0P85; N0P115; N0P22; N0P76; SEED_72; SEED_64; N0P94; N0P77; SEED_56; SEED_118; SEED_19; SEED_9; N0P16; SEED_28; SEED_74; SEED_35; SEED_3; N0P92; SEED_2; N0P80; SEED_95; N0P50; N0P89; SEED_114; N0P75; N0P21; SEED_18,N0P85; N0P94; SEED_98; SEED_81; SEED_36; N0P76; SEED_28; SEED_64; SEED_19; SEED_9,10,,0,0,0.0
gemini-2.5-flash,1,N1P25,literature review,30,N0P62; N0P75; N0P14; SEED_37; N0P64; N0P80; N0P8; SEED_42; SEED_103; SEED_76; N0P47; SEED_95; SEED_96; N0P35; N0P99; N0P27; N0P31; N0P50; N0P58; N0P40; SEED_90; N0P16; N0P115; N0P29; SEED_74; N0P112; SEED_94; SEED_97; SEED_26; SEED_60,N0P62; N0P80; N0P8; N0P99; N0P14; N0P75; N0P47; N0P64; SEED_37; SEED_103,10,,0,0,0.0
gemini-2.5-flash,1,N1P26,literature review,30,SEED_89; SEED_93; N0P89; N0P37; N0P107; SEED_3; N0P59; N0P110; N0P106; N0P112; SEED_49; N0P95; SEED_37; SEED_103; N0P20; SEED_38; N0P57; SEED_94; N0P117; SEED_113; SEED_29; SEED_99; SEED_85; N0P34; SEED_77; N0P101; N0P76; SEED_8; SEED_68; SEED_76,N0P89; N0P107; N0P37; N0P59; N0P110; SEED_37; SEED_103; SEED_3; SEED_89; SEED_99,10,,0,0,0.0
gemini-2.5-flash,1,N1P27,position paper,30,SEED_41; N0P32; SEED_19; N0P49; N0P46; SEED_63; N0P21; N0P50; SEED_46; SEED_7; SEED_45; SEED_85; SEED_27; N0P24; SEED_36; N0P119; N0P83; N0P95; SEED_118; SEED_76; N0P1; SEED_43; SEED_51; N0P114; SEED_32; SEED_62; N0P89; SEED_71; SEED_26; N0P64,N0P83; N0P32; N0P49; N0P46; SEED_41; SEED_45; SEED_36; SEED_118; SEED_27; SEED_19,10,,0,0,0.0
gemini-2.5-flash,1,N1P28,position paper,30,N0P28; SEED_115; N0P8; N0P13; SEED_100; N0P29; N0P21; SEED_96; N0P44; SEED_74; N0P49; SEED_42; N0P91; N0P19; SEED_103; SEED_60; SEED_82; N0P78; SEED_114; N0P18; N0P62; N0P82; SEED_116; SEED_83; SEED_65; SEED_46; SEED_21; SEED_20; SEED_71; N0P36,N0P8; N0P13; N0P28; N0P49; SEED_74; SEED_100; SEED_115; SEED_103; SEED_65; SEED_116,10,,0,0,0.0
gemini-2.5-flash,1,N1P29,literature review,30,SEED_66; SEED_108; SEED_31; SEED_72; SEED_45; N0P81; N0P60; SEED_0; N0P24; SEED_87; SEED_79; SEED_26; SEED_75; N0P84; N0P118; SEED_41; SEED_54; N0P82; N0P6; N0P99; N0P1; N0P62; SEED_106; SEED_69; N0P76; N0P9; SEED_97; SEED_48; SEED_35; SEED_63,N0P81; N0P60; N0P6; N0P1; N0P118; SEED_41; SEED_108; SEED_31; SEED_72; SEED_45,10,,0,0,0.0
gemini-2.5-flash,1,N1P3,position paper,30,N0P97; SEED_73; SEED_14; SEED_45; SEED_107; SEED_30; N0P43; N0P46; N0P105; SEED_22; SEED_26; N0P59; N0P20; SEED_3; SEED_41; SEED_90; N0P35; N0P67; SEED_116; N0P83; N0P61; SEED_36; N0P28; SEED_23; N0P93; SEED_56; SEED_77; SEED_70; SEED_1; N0P42,N0P97; N0P83; N0P43; SEED_14; SEED_41; SEED_1; SEED_73; SEED_30; SEED_26; SEED_45,10,,0,0,0.0
gemini-2.5-flash,1,N1P30,literature review,30,SEED_88; N0P52; SEED_29; N0P92; SEED_3; N0P13; SEED_32; N0P112; N0P21; SEED_111; N0P91; N0P96; SEED_89; SEED_55; N0P1; SEED_51; SEED_41; N0P78; SEED_58; SEED_90; SEED_8; N0P111; SEED_27; N0P63; SEED_37; N0P14; SEED_11; SEED_40; N0P82; N0P55,N0P92; N0P52; N0P14; N0P13; SEED_58; SEED_55; SEED_3; SEED_88; SEED_89; SEED_41,10,,0,0,0.0
gemini-2.5-flash,1,N1P31,literature review,30,SEED_78; N0P76; SEED_60; SEED_4; N0P47; N0P68; N0P61; SEED_6; SEED_79; SEED_71; N0P27; SEED_108; N0P34; N0P79; SEED_57; SEED_114; N0P5; SEED_75; N0P11; N0P108; SEED_58; SEED_10; N0P58; SEED_61; SEED_51; N0P56; SEED_26; SEED_1; SEED_83; SEED_32,N0P76; N0P68; N0P61; N0P47; N0P34; SEED_1; SEED_6; SEED_4; SEED_60; SEED_108,10,,0,0,0.0
gemini-2.5-flash,1,N1P32,literature review,30,N0P109; N0P5; N0P71; SEED_4; SEED_55; N0P49; SEED_102; SEED_59; SEED_16; SEED_3; SEED_34; SEED_43; SEED_13; SEED_77; N0P98; N0P58; N0P34; SEED_108; SEED_90; SEED_17; SEED_106; SEED_2; SEED_25; SEED_30; SEED_84; SEED_52; N0P28; N0P48; N0P7; N0P59,N0P109; N0P71; N0P49; N0P34; SEED_106; SEED_30; SEED_55; SEED_108; SEED_4; SEED_77,10,,0,0,0.0
gemini-2.5-flash,1,N1P33,literature review,30,N0P2; SEED_108; N0P119; SEED_95; N0P77; SEED_42; N0P106; SEED_67; SEED_86; N0P61; N0P83; N0P5; N0P17; SEED_21; N0P18; SEED_18; N0P27; N0P6; SEED_101; N0P95; SEED_110; SEED_6; N0P62; SEED_10; SEED_2; N0P0; SEED_112; SEED_54; N0P72; N0P54,N0P2; N0P119; N0P77; N0P106; SEED_86; SEED_108; SEED_42; N0P83; SEED_6; SEED_95,10,,0,0,0.0
gemini-2.5-flash,1,N1P34,position paper,30,N0P108; N0P35; SEED_114; SEED_16; SEED_57; SEED_59; SEED_77; SEED_48; N0P41; SEED_5; N0P13; N0P39; SEED_51; SEED_53; N0P92; SEED_85; N0P15; SEED_119; SEED_49; N0P38; SEED_101; N0P48; N0P50; N0P82; N0P42; SEED_18; N0P3; SEED_62; SEED_33; SEED_91,N0P108; N0P35; N0P13; SEED_59; SEED_114; SEED_16; SEED_57; SEED_51; SEED_53; SEED_18,10,,0,0,0.0
gemini-2.5-flash,1,N1P35,position paper,30,N0P66; N0P32; N0P109; SEED_65; N0P87; SEED_49; N0P73; N0P111; SEED_111; N0P21; SEED_71; SEED_18; N0P81; SEED_83; SEED_2; SEED_104; SEED_77; SEED_6; N0P105; SEED_69; N0P53; SEED_112; N0P67; N0P90; N0P24; N0P64; N0P69; N0P95; N0P41; SEED_13,N0P66; N0P32; N0P87; N0P73; N0P111; SEED_65; SEED_6; SEED_111; SEED_104; SEED_77,10,,0,0,0.0
gemini-2.5-flash,1,N1P36,position paper,30,SEED_38; SEED_80; SEED_67; SEED_49; N0P8; N0P95; N0P85; SEED_24; N0P76; SEED_87; SEED_42; N0P103; SEED_48; N0P24; SEED_12; N0P59; N0P72; N0P18; N0P6; SEED_108; N0P84; SEED_40; N0P46; N0P108; N0P55; SEED_16; N0P40; N0P50; N0P53; N0P70,N0P8; N0P95; N0P84; N0P59; N0P103; SEED_38; SEED_80; SEED_42; SEED_49; SEED_24,10,,0,0,0.0
gemini-2.5-flash,1,N1P37,position paper,30,SEED_119; N0P55; N0P66; SEED_45; N0P26; N0P40; SEED_77; SEED_85; N0P35; SEED_60; N0P114; SEED_114; SEED_75; SEED_82; SEED_16; N0P77; SEED_99; N0P112; SEED_8; N0P0; N0P93; SEED_68; N0P31; SEED_14; SEED_10; N0P58; N0P61; N0P54; N0P76; SEED_110,N0P55; N0P40; N0P66; N0P77; N0P26; SEED_119; SEED_99; N0P0; SEED_45; SEED_14,10,,0,0,0.0
gemini-2.5-flash,1,N1P38,literature review,30,SEED_57; SEED_82; N0P10; N0P20; N0P116; N0P110; N0P77; SEED_71; SEED_80; N0P29; N0P4; SEED_83; N0P47; N0P96; N0P42; SEED_65; N0P68; SEED_15; N0P46; SEED_24; SEED_53; SEED_99; SEED_107; N0P16; N0P97; SEED_19; N0P22; SEED_23; N0P31; SEED_46,N0P116; N0P20; N0P10; N0P110; SEED_57; SEED_82; SEED_80; SEED_99; SEED_24; SEED_53,10,,0,0,0.0
gemini-2.5-flash,1,N1P39,literature review,30,N0P70; N0P23; N0P103; N0P28; SEED_94; N0P35; N0P8; N0P14; N0P50; N0P3; SEED_107; N0P73; N0P109; SEED_95; N0P16; SEED_72; N0P13; N0P43; SEED_75; N0P56; SEED_37; SEED_47; N0P53; SEED_30; SEED_65; N0P25; N0P74; SEED_77; SEED_116; N0P65,N0P70; N0P23; N0P103; N0P14; SEED_65; SEED_37; SEED_94; SEED_47; SEED_107; SEED_30,10,,0,0,0.0
